Topic,Sentiment,TwitterText
"microsoft","negative","@torbenleuschner die haben was an der Waffel #ie #microsoft #wunschdenken"
"microsoft","neutral","Vous me demandiez comment obtenir une #certification #Virtualisation Serveur #Microsoft ? Si vous avez des questions - http://t.co/fC5LFiCL"
"microsoft","neutral","#Microsoft détaille la recherche au sein du Start Screen http://t.co/ZaElukM1"
"microsoft","neutral","Bill Gates llamado a declarar por un antiguo caso de... http://t.co/wFrUi1nN #Wordperfect #Windows_95 #Microsoft #Novell #Bill_Gates"
"microsoft","neutral","#Microsoft ofrece un sistema de #codificación #MicrosoftTag http://t.co/jojh48Lg"
"microsoft","neutral","#SPOED! Op zoek naar een #Support #Engineer!  #HBO #Microsoft #sharepoint #SQL! Ben jij analytisch/klantgerich… (cont) http://t.co/RCaS7Kph"
"microsoft","neutral","RT @SPIEGELONLINE: Wie ist es #Apple gelungen, seinen größten Rivalen #Microsoft endgültig abzuhängen? Der @guardian erklärt's http://t. ..."
"microsoft","positive","Official plush Portal turrets deploying this December http://t.co/M7h8Orkc #mac #microsoft #pc #playstation"
"microsoft","neutral","RT @AslanMarine: Vous voulez la une de LNT ? La nouvelle tribune de demain 20/10/11: #intikhabates, #PJD, #PPS, #MoroccoMall , #Boeing , ..."
"microsoft","neutral","Necesito editar un archivo y no puedo, solución #Microsoft, no lo edites que estupides"
"microsoft","neutral","Conector de redes sociales de #Microsoft #Outlook  http://t.co/BPgPq45t"
"microsoft","neutral","?????? ?? #Microsoft ???????????? ????????????? #????????, ??? ????? ??????????????? ? #SystemCenter ????? ???-???????. http://t.co/ZwDHUK2W"
"microsoft","neutral","Prototipo #Microsoft que convierte cualquier superficie en táctil.. asombroso... http://t.co/MltAwZA0"
"microsoft","neutral","No pierdan la oportunidad de registrarse al evento gratuito de Lanzamiento de #Microsoft #Dynamics #AX2012 regístrese: http://t.co/G2SNZEvE"
"microsoft","negative","#Microsoft arrogance again - Ballmer says you need to be a computer scientist to use #Android http://t.co/pltitgeI"
"microsoft","negative","@Anas_Monaffal LOL , i do both .. and for sure #Microsoft #DotNet is perfect, simple o ay 7aja ;) .. but sorry I HATE WINDOWS PHONES :P"
"microsoft","neutral","#WindowsPhone7 would get a lot more blog and review love if #Microsoft provided a tool to grab screenshots. It's nearly impossible #wpt"
"microsoft","neutral","Dear #Microsoft, I should only have to hit the Windows update button *once* when manually running updates, not 4 or 5 times. #sysadmin"
"microsoft","neutral","#Nokia workers ask, is chief executive a #Microsoft mole? http://t.co/lWJP9GiU"
"microsoft","neutral","Is #Nokia chief executive a #Microsoft mole? http://t.co/jkOTcrMbStephen Elop accused of destroying Nokia so Microsoft can buy it cheap."
"microsoft","positive","? @mariospr: Stand up for your freedom to install free software. Please sign up! http://t.co/YOOTfKTM #gnu #against #microsoft"
"microsoft","negative","#BOFH excuse #447: According to #Microsoft, it's by design | #IFollowBack #Instantly"
"microsoft","neutral","After I don't know how many years, you still can't copy a #microsoft #word document headings to #powerpoint. #justsaying"
"microsoft","negative","#microsoft fail #notresponding for fcucks sake  http://t.co/lCXa9q8P"
"microsoft","negative","#microsoft update is so slow  :(( http://t.co/37IGhGic"
"microsoft","neutral","http://t.co/zBLtZ5MW German Federal #Trojan's got a BigBrother. #Gov spying on its people, #Microsoft's 32bit/64bit #Windows is target"
"microsoft","negative","Internet Explorer 9 is the biggest pile of shit ever seriously #Microsoft #IE9"
"microsoft","positive","Unmindful Ballmer, collects half a billion, doesn't say thank you.  http://t.co/lwtpXejo #android #google #microsoft"
"microsoft","neutral","#Update #Microsoft MS11-078 - Critical : Vulnerability in .NET Framework and Microsoft Silverlight Could Allow R... http://t.co/izO0WUNt"
"microsoft","neutral","#microsoft still didn't managed access to #metro apps on "older" netbooks. #win8 #resolution"
"microsoft","neutral",""Yeh behatreen samay hay parivar honeka" says the #microsoft #ad in hindi. Preaching family values to indians? Get a local ad agency guys"
"microsoft","negative","#Microsoft Lync crash issue on #Mac OS X 10.7.2 [Fixed] - http://t.co/rzucFejc"
"microsoft","neutral","[WebProNews Finance] #Yahoo Revenue Drop Attributed to #Microsoft Deal http://t.co/EOrOSstX"
"microsoft","neutral","Great time to be a family? #Microsoft #advertising enrages me. Again. http://t.co/pYT7vKRP"
"microsoft","positive","RT @Saptha: When u dine with a customer u shoukd never explain abt solutions unless he ask , M$ never lean the concept #microsoft #fail"
"microsoft","neutral","How #Apple eclipsed #Microsoft http://t.co/1fH0dFGj from @guardian"
"microsoft","neutral","So let me get this straight, #microsoft makes windows phone, microsoft owns skype but there's no #skype app for windows phone."
"microsoft","neutral","Ouch!!! #Microsoft #Azure #fail http://t.co/LJpGVZJT"
"microsoft","neutral","RT @anup_pillai: How #Apple eclipsed #Microsoft | http://t.co/r6hNEtTu"
"microsoft","neutral","I would be a lot happier if #Microsoft Word didn't freeze every 5 minutes."
"microsoft","positive","#Google Apps vs. #Microsoft #Office 365: "it is clear that Google Apps should be the top choice" http://t.co/KDTD4zRe"
"microsoft","negative","#Microsoft Lync crash issue on #Mac OS X 10.7.2 [Fixed] - http://t.co/YZhCdgFP"
"microsoft","negative","If #Apple came out with gaming console (ala Xbox 360) that blew the current players out of water, #Microsoft and #Sony would be in trouble"
"microsoft","negative","#Microsoft licensing process is annoying !!!"
"microsoft","negative","#Microsoft, #Adobe lose $13.5bn to piracy: Report http://t.co/x4yWfNSV"
"microsoft","neutral","How #Apple eclipsed #Microsoft http://t.co/KxboqsKj"
"microsoft","neutral","RT @amarsanghera The fact that #Microsoft are using a #QRCode alongside one of their colour code shows the format is failing, opinions…"
"microsoft","neutral","#microsoft #SBS 2011 disabling third party software #updates via #gpo"
"microsoft","neutral","#Microsoft CEO Steve Ballmer on Not Buying Yahoo: “Sometimes, You’re Lucky” &lt;http://t.co/rcml9XQR&gt;"
"microsoft","neutral","#stage #Toulouse #Microsoft #net #SuperBoîte #Win8 #geeks = http://t.co/7UHSLQII (Please RT ;)"
"microsoft","neutral","Project Greenwich 2 be released by #Microsoft Research lets people curate their own personal history http://t.co/ocre5FwU"
"microsoft","neutral","RT @PacktEnterprise: Book Published! #Microsoft #SharePoint 2010 Power User Cookbook: http://t.co/A8ZqMpYP @spmentor http://t.co/v0mO0VkQ"
"microsoft","neutral","#Microsoft Natural #Ergonomic #Keyboard 4000 Review http://t.co/blz7dtsy"
"microsoft","neutral","Print Ads Dead ? Not with #Microsoft #TAG on your ad learn more here - http://t.co/vfZRTkaa"
"microsoft","neutral","RT @Maven_Infosoft: #Patent Wars: #Google vs. #Samsung vs. #Apple vs. #Motorola vs. #Microsoft vs. #Oracle -  http://t.co/PjxURwrp"
"microsoft","neutral","Apple’ cash balance = $75.9 billion, surpassing the total operating balance of the U.S. government  #rich #apple #google #microsoft  #money"
"microsoft","positive","@WesleyBackelant Indeed I survived #sqlpass #sqlkilt and a couple of vendor evenings :-)  I spared #sqlkaraoke my great voice :-) #microsoft"
"microsoft","neutral","@tomcastiglia and @sharepointony now presenting on #SharePoint upgrade planning at our #SharePoint ECM Summit at the #Microsoft Tech Center"
"microsoft","neutral","#Microsoft ’s new “great to be a family” #adverts begin to air, including #Office2010 #Windows7 and #WP7.http://t.co/L5J2UEEQ@winrumors"
"microsoft","positive","Hm... Can't decide if I should like it or not... #Microsoft #OmniTouch  http://t.co/k074N0z2"
"microsoft","neutral","#Microsoft #Wireless #Keyboard 3000 Review http://t.co/C4GOy04V #wirelesskeyboardandmouse #mousecombos"
"microsoft","neutral","Steve Ballmer people need to be computer scientists to figure out how to use #Android phones | @Telegraph http://t.co/B5X0SDgp #Microsoft"
"microsoft","neutral","Microsoft Announces Interactive TV For Children’s Games & Story Books #Xbox #Microsoft #family #fb http://t.co/BOCzCmbg"
"microsoft","positive","RT @bcopher: Anyone know where I can get a free trial of #microsoft #frontpage for #mac?"
"microsoft","negative","http://t.co/VgMYdlDS found article on  http://t.co/UAWHbOLz  Fake #Microsoft scammers lure users into #granting remote access to PCs"
"microsoft","neutral","I'm nowhere near to be a scientst but thks to Steve Balmer 4 declarng me a scientst. Been using #Android frm last 3yrs. #Microsoft #Google"
"microsoft","neutral","Jet Car Stunts Xbox Live game for Windows Phone released http://t.co/O3hYxBxh #wp7 #xbox #microsoft"
"microsoft","neutral","#Job #ICT System Engineer (m/w): planova human capital ag, Luzern http://t.co/2PJo4Dqr #Microsoft #IT"
"microsoft","neutral","#Windows8 #Microsoft please implement a UAC prompt when a non elevated process drops on elevated process instead of failing silently."
"microsoft","neutral","DPR Client: @EvolveTech partnering with #Microsoft on #Office 365 webinar Tuesday, Nov. 1, at 10 a.m. ET. Sign up! http://t.co/hnrzdFk5"
"microsoft","neutral","#Microsoft builds a functioning ‘holodesk’ to interact with digital items http://t.co/otvmQxJ2"
"microsoft","neutral","#Microsoft CEO #Steve_Ballmer on Not Buying #Yahoo: “Sometimes, You’re Lucky” http://t.co/D0u2o9nZ"
"microsoft","neutral","@Cyruss1989 @wpcentral I think they're referring to the obvious  partnership between #Microsoft and #Nokia aka #Bing and #Navteq."
"microsoft","neutral","Club CALUMO was FUN!  See the vidio CALUMO Blog #Denali #Microsoft #SQLServer http://t.co/8THqSRBd via @calumo"
"microsoft","neutral","Check out this Interesting Blog on Tips from #YouSendIt 4 wht 2 Consider When Migrating 2 #Microsoft Exchange 2010 http://t.co/yLF30h0h"
"microsoft","neutral","RT @Microsoft_EDU: Quality #education is vital. Attend #Microsoft & #Desire2Learn session at #EDUCAUSE http://t.co/Gym6pUUx #EDU11"
"microsoft","neutral","@MSPartners can join: Small Business Specialist Community (SBCS) http://t.co/IlQPKEz0! #Microsoft #MPN"
"microsoft","neutral","#microsoft"
"microsoft","neutral","#Microsoft are patenting applying personas of celebrities to #Bing results http://t.co/JBmsaU6O"
"microsoft","neutral","RT @aislyngreene: #Microsoft wants to transform your hand into a touchscreen: http://t.co/an3bmArc via @AddThis"
"microsoft","neutral","#Microsoft extends revenue guarantees to Yahoo: Yahoo disclosed today that Microsoft extended… http://t.co/NWLalDdd"
"microsoft","neutral","#Free Genuine Copy #Microsoft #Windows 8 Pre-Beta #OS: I don’t know how long it’s been out… http://t.co/EY8GOIrk"
"microsoft","neutral","@cloudnewsindia New Version of #Cloud InTune is Available: Posted on #Windows 7 News...#Microsoft has just..http://bit.ly/pY0hlZ"
"microsoft","neutral","Any surface touch http://t.co/ymNtCIKG #Microsoft #Technology"
"microsoft","neutral","BUILD Windows #Samsung #Slate PC in US #Microsoft Store http://t.co/bm4NeNiT #msdn #bldwin"
"microsoft","neutral","RT @Flipbooks #Microsoft Researchers Want to Turn Your Hand Into a Touchscreen http://t.co/NDpyFvpK rt @TferThomas #Technology #Tech"
"microsoft","neutral","Tomorrow at #SAPTechEd Bangalore: #SAP & #Microsoft Building Apps for Both Worlds w #DuetEnterprise & #SAPGateway. http://t.co/te4NQmxN"
"microsoft","positive","RT @marcfletcher: #Intervate wins the portals and collaboration partner of the year 2011 #Microsoft #techedafrica"
"microsoft","neutral","@bsteelooper: I vouched for you in #programmer, #microsoft engineer, and #ethical hacker on Connect.Me http://t.co/HIJqPBso"
"microsoft","neutral","High Tech Director of Business Development *selling consulting services* #Oracle #Microsoft #SAP #SanFrancisco #jobs http://t.co/OWf25yJB"
"microsoft","neutral","RT @SAP_MICROSOFT: Follow @whymicrosoft for insight on #Microsoft solutions which drive productivity for people and their organizations"
"microsoft","neutral","CNET » #Microsoft #OmniTouch allows multitouch input on arbitrary, everyday surfaces » http://t.co/PbwdSTmb http://t.co/0D4xV6D3"
"microsoft","neutral","Microsoft releases developer preview of "Project Roslyn" compiler http://t.co/lpb9n510 #Microsoft #beta"
"microsoft","neutral","#Microsoft details #Windows8's new Start Screen Search http://t.co/Z6X5rE5q"
"microsoft","neutral","Ballmer On Not Buying Yahoo: http://t.co/ypM4GXf9 #Microsoft #Yahoo #Skype #Xbox #Google #Bing #Ballmer"
"microsoft","neutral","Just saw my bud @EdMaguire of Credit Agricole Securities interviewed by @TylerMatheison  @CNBC, covering  #Microsoft. You rocked it, Ed! #fb"
"microsoft","neutral","Creating #Pareto charts using #Microsoft #Excel http://t.co/OFXuNqhY"
"microsoft","neutral","RT @MobileTechWorld: Jet Car Stunts Xbox Live game for Windows Phone released http://t.co/O3hYxBxh #wp7 #xbox #microsoft"
"microsoft","neutral","#MindTree Introduces mPromo #TradePromotion Solution on #Microsoft #Azure http://t.co/LkjHqrnR #CPG #CGT"
"microsoft","neutral","@WSPSanDiego Kickoff tomorrow 10/20 at San Diego #Microsoft Store at 6:00pm @wspwest http://t.co/5FiP2vVg or ping me"
"microsoft","neutral","Suppose Microsoft Had Bought Siri? - Forbes http://t.co/ZRYNdhDi #apple #microsoft #siri #msft"
"microsoft","positive","#Microsoft news: #SQLServer licensing will be different from december2011 | #Office365 and #Azure will be available in #Algeria in 2013"
"microsoft","neutral","#Microsoft #Cloud Microsoft - Capture the Cloud: ... through the Rookie, Veteran, and All-Star tiers provid... http://t.co/tnxYUxvA #TCN"
"microsoft","neutral","RT @infamarketplace: Tool  to allow users to apply #DataQuality rules directly from MS Excel. Learn more @infamarketplace. http://t.co/j ..."
"microsoft","neutral","#Microsoft builds a functioning 'holodesk' to interact with digital items - http://t.co/ougSB108 via @TheNextWeb"
"microsoft","neutral","The way you can understandall of the social mediais as the creation ofa new kind of public space.  #MICROSOFT"
"microsoft","neutral","iCloud Control Panel for Windows: http://t.co/8nJ4VHNL #win7 #windows7 #apple #ipad #iphone #ipod #iphone4s #microsoft #icloud"
"microsoft","neutral","New post: Touch Everywhere http://t.co/KKDup8v1 #microsoft #research #touch"
"microsoft","neutral","RT @mashable: #Microsoft CEO Steve Ballmer on Not Buying #Yahoo: "Sometimes, You're Lucky" - http://t.co/afWazWOy"
"microsoft","neutral","RT @Pocketlint: Ballmer on Nokia: Really looking forward to bunch of new devices next week #nokia #microsoft #wp7 http://t.co/vOH8VM8A"
"microsoft","neutral","RT @HPC_Guru: LINQ to #HPC: #Microsoft closes in on delivering its own #Hadoop competitor http://t.co/rsRmJPob #dryad #BigData via @mary ..."
"microsoft","neutral","Zero-day exploits are low in number, but pose big threat, experts say: http://t.co/Tk7i6fw4 #Microsoft #ITsecurity"
"microsoft","neutral","Night at the Roxbury with Gates and Ballmer  http://t.co/RSZAL40S #funny #video #gates #ballmer #microsoft"
"microsoft","neutral","RT @sb_greenbiz: #Microsoft's supplier #sustainability movement & the effect it could have on #plastics companies http://t.co/m0otPgEm"
"microsoft","neutral","Gartner BI 2011: Microsoft and Oracle! http://t.co/ujN5j8dW #Gartner #BI # Oracle #Microsoft"
"microsoft","neutral","#HP VirtualSystem for #Microsoft is the latest solution from HP & Microsoft. http://t.co/w8IXiboT #hpci"
"microsoft","neutral","#Microsoft announces official SQL Server driver for #Linux - http://t.co/lgTx40UM #SqlServer"
"microsoft","neutral","#Microsoft Excel Tips: How To Alternate the Color Between Rows #tips http://t.co/WJWREFjJ"
"microsoft","positive","Check out this great Blog w/ Tips from #YouSendIt - what 2 Consider When Migrating 2 #Microsoft Exchange 2010 http://t.co/jw1UbODI @YSI"
"microsoft","neutral","Steve Ballmer: #Nokia to reveal multiple #Windows Phone devices next week, #Microsoft may make their own - http://t.co/KnmpXSW0"
"microsoft","negative","Microsoft's Steve Ballmer attacks Android phones http://t.co/bkgep6zm #Android #Microsoft #SteveBallmer #Google"
"microsoft","neutral","See how you can save 40% on dozens of #Microsoft #certification practice exams http://t.co/KojQrE1q via @EricLigman"
"microsoft","neutral","Google Docs presentation makes PowerPoint weep, beg for mercy http://t.co/9rVHs6jk via @engadget #google #powerpoint #microsoft #haha"
"microsoft","neutral","#Microsoft #Cloud GSA Loses $2.5 Billion Cloud Contract Fight: Google recently dropped a case against the D... http://t.co/cObJRw66 #TCN"
"microsoft","negative","Nokia 800 “Searay” Windows Phone press shots leak http://t.co/HwZzIEKk #microsoft #windows"
"microsoft","neutral","Microsoft applies for celebrity search patent #microsoft #bing http://t.co/WABa8K9B"
"microsoft","neutral","#Teamfollowback -Microsoft expands Windows Phone Marketplace to India #microsoft #windowsphone #india"
"microsoft","neutral","first steps to holographic user interfaces? http://t.co/XkavtOm9 #microsoft #research"
"microsoft","positive","#Intervate wins content management partner of the year 2011. #Microsoft #techedafrica"
"microsoft","neutral","Great, now #Skype is a part of #Microsoft stack http://t.co/vZfUv9OI."
"microsoft","negative","Get rid of that tangled mess behind your computer desk with this #Microsoft Wireless Mouse and Keyboard:  http://t.co/n4LewRAy"
"microsoft","neutral","RT @techinciter: Open Letter: Steve Ballmer, Please Retire - Forbes - Please retweet! #MSFT needs a techie leader. http://t.co/E8uMRmro  ..."
"microsoft","neutral","Microsoft Roslyn CTP is finally out...Check it out http://t.co/cSTAnsLF #roslyn #visualstudio #compiler #csharp #net #microsoft"
"microsoft","neutral","228MB for what is basically a glorified chat client.  Oh, Microsoft.  #lync #microsoft http://t.co/oktrAysu"
"microsoft","positive",""Metro (design language)" http://t.co/r7RdW1PH Microsoft took inspiration from King County Metro! #microsoft #metro #windows8 #bus"
"microsoft","neutral","#Microsoft researchers want to turn your hand into a touchscreenhttp://t.co/HV2oi81b"
"microsoft","neutral","#Microsoft Windows Server 2008 R2 Enterprise OEM #preisvergleich http://t.co/0jWsfMQn Bewertung softline24 #test #Microsoft"
"microsoft","neutral","#microsoft makes every surface a touch screen http://t.co/n2GC2gK4 #touch #gesture"
"microsoft","neutral","Isn't this a little too much?http://t.co/ILWPs3f9 #xbox #microsoft #technology"
"microsoft","neutral","RT @Startpack_en: Guys from #Microsoft tell #Startpack developers about how to integrates with #SystemCenter via web services. http://t. ..."
"microsoft","negative","CLOUD NEWS - Infosys boosts its cloud solution with Microsoft partnership - http://t.co/RNHzqjGR - @Infosys #cloud #microsoft #azure"
"microsoft","neutral","1st public test release for the Roslyn project. http://t.co/0j9ly9Y8 giving APIs to the C# compiler (and visual basic but ..;). #microsoft"
"microsoft","neutral","#Microsoft applies for celebrity search #patent. #bing-o http://t.co/vaDvkMSk #HermanCain.co directs you to...#RonPaul http://t.co/8Qgp5J48"
"microsoft","neutral","Need info - #Microsoft #CRM - then check this out - http://t.co/seRMv1o7"
"microsoft","neutral","Dear #Microsoft - seize the moment - focus on developing Windows7 phones for enterprise solutions. Succeed where #RIM is failing."
"microsoft","neutral","#Microsoft shows 'touch screen' for any surface | Nanotech - The Circuits Blog - CNET News http://t.co/qwhoCf5T via @cnet"
"microsoft","neutral","Survivable Branch Appliances & Basic Hybrid Gateways for #Microsoft #Lync and Office Communications Server http://t.co/MqUojAAf #Audiocodes"
"microsoft","neutral","How to install Windows 7 – What to do before start [Part 2]: http://t.co/vvaslUmA via @Pureinfotech #win7 #tech #software #backup #microsoft"
"microsoft","positive","#itasum11 - Gadgeteer http://t.co/ecWX3Ajl - The New Way to make inspire and stimulate learning #edugeek #kinext #microsoft"
"microsoft","neutral","On the blog we discuss #Microsoft embracing of #Apache #Hadoop for big data - http://t.co/q3YNLQck #opensource #bigdata #IT"
"microsoft","positive","Microsoft Stores giving away free Windows Phone devices with $499 spend http://t.co/YEVwfL4N #microsoft #windows"
"microsoft","neutral","#microsoft announces SP3 for #office2007 and #sharepoint2007."
"microsoft","positive","Microsoft opens the spigot, Windows Phone Mango available to all #microsoft #windowsphone http://t.co/nwMbseVm #neowin"
"microsoft","neutral","#Kinect Makes Learning Playful with Help from Sesame Street and National Geographic http://t.co/xQXP2uWx Genius idea ;) #Microsoft"
"microsoft","positive","#microsoft 1st ever global ad campaign:great full circle focus on integrated product connectivity and global relevance http://t.co/ZCevlB1a"
"microsoft","neutral","RT @sharepoinTony: @hersheytech @kofax @collabware @avepoint @nintex engaged w &gt;40 customers #SharePoint ECM Summit at the #Microsoft ..."
"microsoft","positive","@DaniWeb MS business intelligence development studio. Where u create SSRS reports and SSIS packages. Wonderful world of #microsoft :)"
"microsoft","neutral","Are you an digital expert? Or an online amateur? - http://t.co/oizGNXGT #Microsoft"
"microsoft","neutral","A Web service developed by #Microsoft Research lets people curate their own personal history | http://t.co/TYAdzHQx"
"microsoft","neutral","RT @TechZader: Microsoft applies for celebrity search patent #microsoft #bing http://t.co/5LbarN3n"
"microsoft","negative","Microsoft CEO says company got "lucky" when Yahoo deal fell apart #microsoft #steveballmer http://t.co/qGxn8d2l"
"microsoft","neutral","RT @MobileTechWorld: Jet Car Stunts Xbox Live game for Windows Phone released http://t.co/csUC7hVH #wp7 #xbox #microsoft"
"microsoft","neutral","Using a #Touchscreen Through Your Pocket Made Possible by #Microsoft #PocketTouch: Have you… http://t.co/PJpFeyTF"
"microsoft","positive","Microsoft Stores giving away free Windows Phone devices with $499 spend #microsoft #wp7 #free #msftstore http://t.co/QbYUm2Ce"
"microsoft","neutral","Sign up for online #Microsoft #HyperV #Virtualization 70-659 training on Nov. 2. It is $99, has a $150 exam voucher! http://t.co/zcHV6TaC"
"microsoft","neutral","Microsoft applies for celebrity search patent #microsoft #bing http://t.co/7kAorRKZ"
"microsoft","neutral","#Microsoft and #Nokia Announce suite of ‘Microsoft Apps’ for Nokia’s Symbian Belle Platform http://t.co/c1YryIFh #WP7 #WP75"
"microsoft","neutral","Testing Windows 8 Developer Preview #microsoft"
"microsoft","neutral","Learn how to keep Microsoft #Exchange costs low today at 11am Pacific.  Win with #Microsoft and #NetApp Webcast @ http://t.co/3NJAayMp"
"microsoft","negative","If #Microsoft earnings disappoint, blame consumer PC sales -  http://t.co/edXe0xBd via @cnet"
"microsoft","neutral","Exciting news: #Microsoft Names @Metalogix a Managed Partner in the High Potential ISV Group http://t.co/rHkqYXo2 #sharepoint"
"microsoft","positive","Microsoft giving away free Windows Phones with a $499 purchase http://t.co/K2qYY9ex #Microsoft #Windows_Phone"
"microsoft","neutral","#Microsoft announces two new Xbox 360 holiday bundles http://t.co/GgLwTSlT"
"microsoft","negative","FreeSoftwareFoundation publicly warns of danger of implementing #Microsoft #Restrictedboot w/o #UEFI http://t.co/NASQbmaT #anonymous #USDOR"
"microsoft","neutral","Microsoft's CEO, Steve Ballmer critics the user friendliness of Android. #Android #Google #Microsoft #WP7 http://t.co/rbEv95eE"
"microsoft","neutral","Microsoft turns your body into a touchscreen http://t.co/YE0NZy82 #Microsoft"
"microsoft","neutral","Funny #BillGates #Aprons w/Google #1 ranked #LTCartoon “Got #Microsoft“? http://t.co/CStd8cPM #humor #foodie #microsoft"
"microsoft","neutral","Technology 4 StartUp Britain Week: Attracting Customers With SEO and PPC http://t.co/o7tHRXPr #microsoft"
"microsoft","neutral","#Microsoft's plan for bringing its #BI tools to iOS, Android, and Windows 8deviceshttp://ww... Read more at http://t.co/bhhgh5QC"
"microsoft","neutral","#Microsoft Codename "Data Explorer" CTP Coming Next Month  http://t.co/NkhuoM7U #SQLServer #SQL2012 #SQLAzure"
"microsoft","negative","RT @sanjeevgadre: #Ballmer says that #Microsoft dodged a bullet when it failed to acquire #Yahoo in 2008 | Wish 1 of my ex-employers was ..."
"microsoft","neutral","Microsoft Excel: How To Alternate the Color Between Rows - http://t.co/x7TZk9sG #microsoft"
"microsoft","negative","If you missed it : #Microsoft working on ‘PocketTouch’ device input through clothing http://t.co/eqz4HkNk"
"microsoft","neutral","Rumor: New screen sizes, specs coming to Windows Phones #windowsphone #microsoft http://t.co/gOQgJvvb #microsoft"
"microsoft","neutral","New innotive IT program coming to #Dubai featuring @comptia and #Microsoft qualifications http://t.co/a6fLlkgE RT please"
"microsoft","negative","Why do Linux fanatics want to make Windows 8 less secure? http://t.co/OGkaYZO7 #linux #microsoft"
"microsoft","neutral","Amazing that at #microsoft #TechEdAfrica everyone is running iOS phones !"
"microsoft","neutral","#HPVirtualSystem for #Microsoft, latest from the $250 million I2A initiative #HPCI #cloudcomputing http://t.co/yx1R3WsX"
"microsoft","neutral","Free Microsoft adCenter Credits http://t.co/OBUxExci #webhostingcoupon #adcenter #credits #free #microsoft"
"microsoft","neutral","The Scribble SharePoint Blog: SharePoint 2013 Workflows. Maybe Microsoft can buy Nintex? #Microsoft #SharePoint #SP210 #Workflow #Nintex"
"microsoft","positive","@MrRobinson "hard for" balms "to get excited over Android phones" because #Microsoft isn't collecting enough royalties yet. #isaidit"
"microsoft","neutral","RT @elearnnet: #microsoft #edu Microsoft's Kinect brings 'playful learning' to the Xbox 360 - The Guardian http://t.co/MW22MJOG"
"microsoft","neutral","Ballmer mocks Android, promises a “bunch of new” Nokia Windows Phones next week [video] http://t.co/euPPhD1w #microsoft #windows"
"microsoft","neutral","Microsoft's Ballmer Trashes Android, Touts Skype http://t.co/VkFnwmTJ #microsoft #skype #android"
"microsoft","neutral","Not even the Durban rain can stop the part. Prime Circle rocking  #Microsoft #techedafrica"
"microsoft","positive","#JaccuseDZ RT @zeggar-@amaboura the entreprise version of #Microsoft #office365 is not available yet in #Algeria... http://t.co/BuWiL76A"
"microsoft","neutral","RT @RossMistry: #Microsoft Codename "Data Explorer" CTP Coming Next Month  http://t.co/NkhuoM7U #SQLServer #SQL2012 #SQLAzure"
"microsoft","neutral","RT @imason_inc: Search Governance in #SharePoint 2010 http://t.co/dPlbPQHO #microsoft"
"microsoft","neutral","Check this video out -- Sesame Street and Nat Geo TV coming to Kinect http://t.co/iw7kjQ81 #xbox #kinect #microsoft"
"microsoft","negative","Microsoft's Steve Ballmer attacks Android phones http://t.co/ExByurKL #windows #android #microsoft #google"
"microsoft","neutral","#EvolutionOfIT #cloud event @BenchmarkLearn can any #microsoft or @MSLearning folks help create us a windows azure pass ex. BLAZURE ??"
"microsoft","neutral","#apple #facebook @facebook  #microsoft hahahahaha http://t.co/XeNSzCjh"
"microsoft","negative","Ballmer: We’re beating Google in the cloud http://t.co/YFAmguRF #ballmer #google #microsoft #cloud"
"microsoft","neutral","RT @NeowinFeed: Steve Ballmer slams Android #microsoft #steveballmer http://t.co/GQqyQbaG #neowin"
"microsoft","positive","At the #VMworld party, looks good but I wonder who are the better dancers; #VMware or #Microsoft employees! ;-)"
"microsoft","neutral","#Microsoft India Webcast LIVE on Cloud Management with System Center App Controller Codename “Concero” http://t.co/TSYXWdKh  #Cloud"
"microsoft","negative","#Microsoft discontinued product named #ENSEMBLE STUDIOS on October 14, 2011. Review and comment: http://t.co/eJ8a2Msm"
"microsoft","neutral","#Microsoft's Ballmer Trashes Android, Touts Skype http://t.co/96BMOxv4"
"microsoft","neutral","Microsoft's Kinect brings 'playful learning' to the Xbox 360 http://t.co/AoOj8CaI #microsoft #kinect #xbox #socialmedia"
"microsoft","neutral","Ballmer On Not Buying Yahoo: “Sometimes You’re Lucky”: Speaking today at Web 2.0, #Microsoft… http://t.co/KOt83DxF"
"microsoft","neutral","Book Published! #Microsoft #SharePoint 2010 Power User Cookbook: http://t.co/A8ZqMpYP @spmentor http://t.co/v0mO0VkQ"
"microsoft","positive","New #HPVirtualSystem 4 #Microsoft enhances development, deployment & mgmnt of IT http://t.co/Q3cbxvKb"
"microsoft","neutral","Reporting in #Microsoft Dynamics #AX2012 http://t.co/Q4oClJfS"
"microsoft","neutral","#Microsoft's Kinect brings 'playful learning' to the Xbox 360 http://t.co/1KAi853k"
"microsoft","neutral","Good summary of planned updates to #Microsoft #Cloud services in Q4 - #SharePoint Online, #Office365, #CRM, #Azure. http://t.co/o35vv1wt"
"microsoft","neutral","Steve Ballmer: Bunch of new Nokia Windows Phones coming next week http://t.co/8F2FVygU via @esphoneblog #wp7 #nokia #microsoft"
"microsoft","neutral","@bitwizards I'm Chillin in #Microsoft Commons at #CIO Summit  http://t.co/kj890KmF"
"microsoft","positive","RT @kalezo: we strongly recommend students that are following us to sign up for the #imaginecup 2012 contest! http://t.co/ytn5OHym #micr ..."
"microsoft","neutral","RT @techinciter: Suppose Microsoft Had Bought Siri? - Forbes http://t.co/ZRYNdhDi #apple #microsoft #siri #msft"
